book	chapter	verse	sort	hebrew	strong	bsb	pnc
1KI	1	1	214772	וְהַמֶּ֤לֶךְ	H4428	Now King	
1KI	1	1	214773	דָּוִד֙	H1732	David	
1KI	1	1	214774	זָקֵ֔ן	H2204	was old	
1KI	1	1	214775	בָּ֖א	H935	and well along	
1KI	1	1	214776	בַּיָּמִ֑ים	H3117	in years	,
1KI	1	1	214777	וַיְכַסֻּ֙הוּ֙	H3680	and though they covered him	
1KI	1	1	214778	בַּבְּגָדִ֔ים	H899	with blankets	,
1KI	1	1	214779	וְלֹ֥א	H3808	he could not	
1KI	1	1	214780	יִחַ֖ם	H2552	keep warm	.
1KI	1	1	214781	לֽוֹ׃			
1KI	1	2	214794	עֲבָדָ֗יו	H5650	So his servants	
1KI	1	2	214792	וַיֹּ֧אמְרוּ	H559	said	
1KI	1	2	214793	ל֣וֹ		to him	,
1KI	1	2	214795	יְבַקְשׁ֞וּ	H1245	Let us search for	
1KI	1	2	214798	נַעֲרָ֣ה	H5291	a young	
1KI	1	2	214799	בְתוּלָ֔ה	H1330	virgin	
1KI	1	2	214796	לַאדֹנִ֤י	H113	for our lord	
1KI	1	2	214797	הַמֶּ֙לֶךְ֙	H4428	the king	,
1KI	1	2	214800	וְעָֽמְדָה֙	H5975	to attend	
1KI	1	2	214801	לִפְנֵ֣י	H6440	to	
1KI	1	2	214802	הַמֶּ֔לֶךְ	H4428	[him]	
1KI	1	2	214803	וּתְהִי־	H1961	and	
1KI	1	2	214805	סֹכֶ֑נֶת	H5532	care	
1KI	1	2	214804	ל֖וֹ		for him	
1KI	1	2	214806	וְשָׁכְבָ֣ה	H7901	and lie	
1KI	1	2	214807	בְחֵיקֶ֔ךָ	H2436	by his side	
1KI	1	2	214809	לַאדֹנִ֥י	H113	{to keep} him	
1KI	1	2	214810	הַמֶּֽלֶךְ׃	H4428	. . .	
1KI	1	2	214808	וְחַ֖ם	H2552	warm	.
1KI	1	3	214821	וַיְבַקְשׁוּ֙	H1245	Then they searched	
1KI	1	3	214824	בְּכֹ֖ל	H3605	throughout	
1KI	1	3	214825	גְּב֣וּל	H1366	. . .	
1KI	1	3	214826	יִשְׂרָאֵ֑ל	H3478	Israel	
1KI	1	3	214823	יָפָ֔ה	H3303	for a beautiful	
1KI	1	3	214822	נַעֲרָ֣ה	H5291	girl	,
1KI	1	3	214827	וַֽיִּמְצְא֗וּ	H4672	and they found	
1KI	1	3	214828	אֶת־	H853	-	
1KI	1	3	214829	אֲבִישַׁג֙	H49	Abishag	
1KI	1	3	214830	הַשּׁ֣וּנַמִּ֔ית	H7767	the Shunammite	
1KI	1	3	214831	וַיָּבִ֥אוּ	H935	and brought	
1KI	1	3	214832	אֹתָ֖הּ	H853	her	
1KI	1	3	214833	לַמֶּֽלֶךְ׃	H4428	to the king	.
1KI	1	4	214844	וְהַֽנַּעֲרָ֖ה	H5291	The girl	
1KI	1	4	214846	עַד־	H5704	was unsurpassed	
1KI	1	4	214847	מְאֹ֑ד	H3966	. . .	
1KI	1	4	214845	יָפָ֣ה	H3303	in beauty	;
1KI	1	4	214848	וַתְּהִ֨י	H1961	she	
1KI	1	4	214850	סֹכֶ֙נֶת֙	H5532	cared	
1KI	1	4	214849	לַמֶּ֤לֶךְ	H4428	for the king	
1KI	1	4	214851	וַתְּשָׁ֣רְתֵ֔הוּ	H8334	and served him	,
1KI	1	4	214852	וְהַמֶּ֖לֶךְ	H4428	but he	
1KI	1	4	214853	לֹ֥א	H3808	had no	
1KI	1	4	214854	יְדָעָֽהּ׃	H3045	relations with her	.
1KI	1	5	214865	וַאֲדֹנִיָּ֧ה	H138	At that time Adonijah	,
1KI	1	5	214866	בֶן־	H1121	[David’s] son	
1KI	1	5	214867	חַגִּ֛ית	H2294	by Haggith	,
1KI	1	5	214868	מִתְנַשֵּׂ֥א	H5375	began to exalt himself	,
1KI	1	5	214869	לֵאמֹ֖ר	H559	saying	,
1KI	1	5	214870	אֲנִ֣י	H589	I	
1KI	1	5	214871	אֶמְלֹ֑ךְ	H4427	will be king	!
1KI	1	5	214872	וַיַּ֣עַשׂ	H6213	And he acquired	
1KI	1	5	214873	ל֗וֹ		. . .	
1KI	1	5	214874	רֶ֚כֶב	H7393	chariots	
1KI	1	5	214875	וּפָ֣רָשִׁ֔ים	H6571	and horsemen	
1KI	1	5	214876	וַחֲמִשִּׁ֥ים	H2572	and fifty	
1KI	1	5	214877	אִ֖ישׁ	H376	men	
1KI	1	5	214878	רָצִ֥ים	H7323	to run	
1KI	1	5	214879	לְפָנָֽיו׃	H6440	ahead of him	.
1KI	1	6	214892	אָבִ֤יו	H1	His father	
1KI	1	6	214890	וְלֹֽא־	H3808	had never	
1KI	1	6	214893	מִיָּמָיו֙	H3117	. . .	
1KI	1	6	214891	עֲצָב֨וֹ	H6087	once reprimanded him	
1KI	1	6	214894	לֵאמֹ֔ר	H559	by saying	,
1KI	1	6	214895	מַדּ֖וּעַ	H4069	Why	
1KI	1	6	214897	עָשִׂ֑יתָ	H6213	do you act	
1KI	1	6	214896	כָּ֣כָה	H3602	this way	?
1KI	1	6	214899	ה֤וּא	H1931	[Adonijah was]	
1KI	1	6	214898	וְגַם־	H1571	also	
1KI	1	6	214902	מְאֹ֔ד	H3966	very	
1KI	1	6	214903	וְאֹת֥וֹ	H853	-	
1KI	1	6	214900	טֽוֹב־	H2896	handsome	
1KI	1	6	214901	תֹּ֙אַר֙	H8389	. . .	,
1KI	1	6	214904	יָלְדָ֖ה	H3205	born	
1KI	1	6	214905	אַחֲרֵ֥י	H310	next after	
1KI	1	6	214906	אַבְשָׁלֽוֹם׃	H53	Absalom	.
1KI	1	7	214917	וַיִּהְי֣וּ	H1961	So [Adonijah]	
1KI	1	7	214918	דְבָרָ֔יו	H1697	conferred	
1KI	1	7	214919	עִ֚ם	H5973	with	
1KI	1	7	214920	יוֹאָ֣ב	H3097	Joab	
1KI	1	7	214921	בֶּן־	H1121	son	
1KI	1	7	214922	צְרוּיָ֔ה	H6870	of Zeruiah	
1KI	1	7	214923	וְעִ֖ם	H5973	and with	
1KI	1	7	214924	אֶבְיָתָ֣ר	H54	Abiathar	
1KI	1	7	214925	הַכֹּהֵ֑ן	H3548	the priest	,
1KI	1	7	214926	וַֽיַּעְזְר֔וּ	H5826	who supported	
1KI	1	7	214927	אַחֲרֵ֖י	H310	. . .	
1KI	1	7	214928	אֲדֹנִיָּֽה׃	H138	[him]	.
1KI	1	8	214939	וְצָד֣וֹק	H6659	But Zadok	
1KI	1	8	214940	הַ֠כֹּהֵן	H3548	the priest	,
1KI	1	8	214941	וּבְנָיָ֨הוּ	H1141	Benaiah	
1KI	1	8	214942	בֶן־	H1121	son	
1KI	1	8	214943	יְהוֹיָדָ֜ע	H3077	of Jehoiada	,
1KI	1	8	214944	וְנָתָ֤ן	H5416	Nathan	
1KI	1	8	214945	הַנָּבִיא֙	H5030	the prophet	,
1KI	1	8	214946	וְשִׁמְעִ֣י	H8096	Shimei	,
1KI	1	8	214947	וְרֵעִ֔י	H7472	Rei	,
1KI	1	8	214950	לְדָוִ֑ד	H1732	and David’s	
1KI	1	8	214948	וְהַגִּבּוֹרִ֖ים	H1368	mighty men	
1KI	1	8	214949	אֲשֶׁ֣ר	H834	-	
1KI	1	8	214951	לֹ֥א	H3808	would not	
1KI	1	8	214952	הָי֖וּ	H1961	. . .	
1KI	1	8	214953	עִם־	H5973	join	
1KI	1	8	214954	אֲדֹנִיָּֽהוּ׃	H138	Adonijah	.
1KI	1	9	214966	אֲדֹנִיָּ֗הוּ	H138	And Adonijah	
1KI	1	9	214965	וַיִּזְבַּ֣ח	H2076	sacrificed	
1KI	1	9	214967	צֹ֤אן	H6629	sheep	,
1KI	1	9	214968	וּבָקָר֙	H1241	oxen	,
1KI	1	9	214969	וּמְרִ֔יא	H4806	and fattened calves	
1KI	1	9	214970	עִ֚ם	H5973	near	
1KI	1	9	214971	אֶ֣בֶן	H68	the stone	
1KI	1	9	214972	הַזֹּחֶ֔לֶת	H2120	of Zoheleth	,
1KI	1	9	214973	אֲשֶׁר־	H834	which	
1KI	1	9	214974	אֵ֖צֶל	H681	is next to	
1KI	1	9	214975	עֵ֣ין	H5883	vvv	
1KI	1	9	214976	רֹגֵ֑ל	H5883	En-rogel	.
1KI	1	9	214977	וַיִּקְרָ֗א	H7121	He invited	
1KI	1	9	214978	אֶת־	H853	-	
1KI	1	9	214979	כָּל־	H3605	all	
1KI	1	9	214982	הַמֶּ֔לֶךְ	H4428	his royal	
1KI	1	9	214980	אֶחָיו֙	H251	brothers	
1KI	1	9	214981	בְּנֵ֣י	H1121	. . .	
1KI	1	9	214983	וּלְכָל־	H3605	and all	
1KI	1	9	214984	אַנְשֵׁ֥י	H582	the men	
1KI	1	9	214985	יְהוּדָ֖ה	H3063	of Judah	
1KI	1	9	214986	עַבְדֵ֥י	H5650	who were servants	
1KI	1	9	214987	הַמֶּֽלֶךְ׃	H4428	of the king	.
1KI	1	10	214998	וְֽאֶת־	H853	But	
1KI	1	10	215007	לֹ֥א	H3808	he did not	
1KI	1	10	215008	קָרָֽא׃	H7121	invite	
1KI	1	10	214999	נָתָן֩	H5416	Nathan	
1KI	1	10	215000	הַנָּבִ֨יא	H5030	the prophet	,
1KI	1	10	215001	וּבְנָיָ֜הוּ	H1141	Benaiah	,
1KI	1	10	215002	וְאֶת־	H853	-	
1KI	1	10	215003	הַגִּבּוֹרִ֛ים	H1368	the mighty men	,
1KI	1	10	215004	וְאֶת־	H853	-	
1KI	1	10	215006	אָחִ֖יו	H251	or his brother	
1KI	1	10	215005	שְׁלֹמֹ֥ה	H8010	Solomon	.
1KI	1	11	215020	נָתָ֗ן	H5416	Then Nathan	
1KI	1	11	215019	וַיֹּ֣אמֶר	H559	said	
1KI	1	11	215021	אֶל־	H413	to	
